example_id,customer_text,actual_intent,predicted_intent,confidence,top_similarity,escalation_decision,escalation_reason
126,@AmazonHelp I need your help. My order's not been delivered since 12th October. My cats are getting uneasy.(becoz I ordered cat litter),customer_service_other,delivery_delay,0.22345685818345282,0.3157025568611206,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
127,Why tell me 45 mins after scheduled delivery time that you apologise and it won’t be delivered until the 10th... why pay for prime? So frustrated and so inconvenient!!! @115830,customer_service_other,delivery_delay,0.39177300913176116,0.2614195282734755,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
128,@AmazonHelp Give me a perfect time that when my problem ll solved @115850,customer_service_other,customer_service_other,0.2769635434760581,0.3329331261435515,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
129,@AmazonHelp After contacting the seller and @AmazonHelp they want me to “buy a label” to return the item for 38% it’s value. #crazy 😡,return_refund,return_refund,0.43793188911731173,0.4064224744696705,auto_handle,Routine support issue with sufficient classification confidence.
130,"@AmazonHelp Okay, my apologies for that. I've done the needful! Please call me ASAP!",customer_service_other,customer_service_other,0.2901367987722065,0.42049050152828893,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
131,@115850 #recharged jio #first ever recharge #worth 399 # didn't get cashback of 100 so far back to amazon pay #order 171-3643943-3949921,payment_billing,payment_billing,0.5764520391696311,0.3616863050702977,escalate,Payment or billing-related issue requires human review.
132,@AmazonHelp I don't want your sorry. I want my money back which I paid for a service which you are unable to provide.,payment_billing,return_refund,0.41434950724247877,0.3890060071622523,escalate,Customer is requesting financial compensation or reimbursement.
133,"@AmazonHelp Carrier: AMZL US, Tracking #: TBA509892981000",order_status,order_status,0.5233960889532114,1.0000000000000002,auto_handle,Routine support issue with sufficient classification confidence.
134,@AmazonHelp is it a bad thing that I actually am no longer surprised when I have shipping problems with you? *sigh*,customer_service_other,delivery_delay,0.23913640475304926,0.29157823694246904,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
135,Order from @115821.com on Wednesday. Chose 2 day shipping. Package arriving on Sunday. Day 1 Thursday. Day 2 Friday. Day 3 Saturday. Day 4 Sunday. 🤔 Anyone else think Amazon Prime is slacking lately? #dontneeditthatbad #firstworldprobs,delivery_delay,delivery_delay,0.361235800638069,0.2945832511987756,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
136,"@AmazonHelp I am not able to contact ur customer service, call gets disconnected",customer_service_other,customer_service_other,0.4707587132026495,0.48596148778191656,auto_handle,Routine support issue with sufficient classification confidence.
137,@AmazonHelp Defective product https://t.co/V57dd68EEH,product_issue,product_issue,0.6324235550984877,0.4103936539388694,auto_handle,Routine support issue with sufficient classification confidence.
138,@AmazonHelp That is because my wife and I have wildly different buying habits it would be easier,customer_service_other,account_access,0.550319415509564,0.2908234885995514,escalate,Account or security-related issue requires human review.
139,"@AmazonHelp Hi, no I haven’t. The only email I have received is the one confirming payment when I first ordered! I’ve received no more emails 😫",payment_billing,order_status,0.43587943111692445,0.35958492107756934,auto_handle,Routine support issue with sufficient classification confidence.
140,@AmazonHelp How much more time will you all take ????,customer_service_other,customer_service_other,0.3038802641229892,0.703641836684013,auto_handle,Historical support cases are strongly similar despite low intent-classification confidence.
141,"@AmazonHelp Why do I pay for Prime with 2-day shipping, and then order something and it tells me it will be 6 days?",customer_service_other,delivery_delay,0.3798571249517904,0.3753335629033856,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
142,@AmazonHelp It's shipped,order_status,order_status,0.6297746092030476,0.5322053390391802,auto_handle,Routine support issue with sufficient classification confidence.
143,Again my pickup has cancelled. Good job @AmazonHelp @149473 from last 18 days you're doing amazing job.,customer_service_other,return_refund,0.36992376248344344,0.25137100889507313,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
144,@115830 Yet again JMHC fail to deliver my parcel yet claim they attempted to at 6:28pm! Why do I pay for Prime when orders never reach me?,customer_service_other,delivery_delay,0.33667881010427975,0.3023535655518532,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
145,@120474 Hi guys can you follow me so I can DM?,customer_service_other,customer_service_other,0.28009511995247366,0.6194994147903756,auto_handle,Historical support cases are strongly similar despite low intent-classification confidence.
146,@AmazonHelp 9 times now. Advised 5 separate delivery times. One agent fell asleep while talking to me which was strange. When will my package arrive?,customer_service_other,delivery_delay,0.32092893585316284,0.3331704525349454,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
147,@AmazonHelp concern is executives initiated refund Thrice but I dint got amount.Please make sure it’s been credited soon with no 24-48 hrs waiting Mail,return_refund,return_refund,0.3803426368948329,0.24982050796385752,escalate,Customer is requesting financial compensation or reimbursement.
148,@AmazonHelp Am I getting my money back anytime soon?,return_refund,return_refund,0.4453452656807521,0.40746219798343203,escalate,Customer is requesting financial compensation or reimbursement.
149,@115850 scam on name of Diwali.... added taxes plus deliver etc and products are more thn mrp lol 😂 well played,customer_service_other,payment_billing,0.4451241232024059,0.33393264454219806,escalate,Payment or billing-related issue requires human review.
150,@AmazonHelp The associate already told me I selected two-day shipping; wasn’t too much help after that,customer_service_other,delivery_delay,0.2914223755974387,0.27834911241065813,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
151,"@AmazonHelp I would like to raise a serious complaint regarding my account and my failed order, 3rd time now and I find it disgusting",customer_service_other,account_access,0.6039165518104134,0.28822229582533127,escalate,Account or security-related issue requires human review.
152,"@115850 Ordered iPhone7 15 days ago.Shows delivered but I haven't received. 2 rounds of ""investigation"" and still no update.Pathetic!",delivery_missing,delivery_missing,0.40028875263403346,0.23705097335324926,escalate,Customer message contains strong complaint or risk signals.
153,@AmazonHelp @115850 @115851 Return is intentionally not being picked up for last 5-7 days. Order 404-7148114-1043526.,return_refund,return_refund,0.42289951843520907,0.883604724682749,auto_handle,Routine support issue with sufficient classification confidence.
154,@115850 ordered a book on the website. Not yet delivered and seller not responding. Please help,seller_promotion,delivery_delay,0.2401359037333918,0.3137976545366837,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
155,"@118919  Ordered an Honor 8 from Amazon Prime and received a burned damaged crappy 1200 Nokia phone, a Rin Soap and a Life Boy soap. This is an experience that we never expected from a renowned company.  #badservice #amazon  9/11/17 #iwantmymoneyback https://t.co/XFukkBFBFz",product_issue,product_issue,0.5677372445856228,0.23681101240706803,auto_handle,Routine support issue with sufficient classification confidence.
156,"@AmazonHelp Sent, what do I do now?",customer_service_other,customer_service_other,0.2929105142500702,0.4565445128310639,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
157,Yo @AmazonHelp why has it taken an extra two days for my packages to not arrive yet and I haven’t been updated on their whereabouts.,customer_service_other,delivery_delay,0.2676937859633785,0.2570694224134763,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
158,"@AmazonHelp Yes, I've just looked and it's now saying it won't be delivered until Tuesday. As I work full time that's no good at all. Can I cancel?",customer_service_other,delivery_delay,0.29371118482804354,0.3029612619860862,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
159,"@AmazonHelp Hi, how long does is it usually take for someone to call you?",customer_service_other,customer_service_other,0.277462478181413,0.5333519499695681,auto_handle,Historical support cases are strongly similar despite low intent-classification confidence.
160,"@115821 I hustle down to the mailroom with nothing but myself to find no bed in the mailroom. No problem, Amazon fell short on promises.",customer_service_other,delivery_missing,0.29204451652033137,0.3851667928698812,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
161,"@AmazonHelp Not impressed with the poor standard of packaging on my order, see image, if this happens again I will cancel my Prime membership and never order from Amazon again https://t.co/XgNlxKogUL",customer_service_other,product_issue,0.5294628068395025,0.26460377196488144,auto_handle,Routine support issue with sufficient classification confidence.
162,Dear @115821 some of the worst ever customer service today. after costing me money ya'll apologized with a insignificant $5 credit. #amazon,customer_service_other,customer_service_other,0.29761141713188277,0.31241834342744623,escalate,Customer message contains strong complaint or risk signals.
163,@AmazonHelp Very bad service you didn't receive my reply on email n the link that I already send the quirey...,customer_service_other,customer_service_other,0.31402041603770636,0.3609986807738338,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
164,@AmazonHelp everything I'm wanting to order on one day delivery won't be delivered until Monday. Why?,customer_service_other,delivery_delay,0.416662438306815,0.30461119109942314,auto_handle,Routine support issue with sufficient classification confidence.
165,"Most of my Amazon Echo @115833 Flash Briefing is just silence tonight. Not all, but most of it. Anyone else? #flashbriefing @41523",technical_support,technical_support,0.4916046757228814,0.2965788217195357,auto_handle,Routine support issue with sufficient classification confidence.
166,@115850 Your seller will refund only if I give a good review . Is this a amazon policy ?? Plz deal with such fraud seller,return_refund,seller_promotion,0.4749281328024392,0.28592024864849125,escalate,Customer message contains strong complaint or risk signals.
167,Hey @115850 how dare you to pack a defective product and send it look at the video https://t.co/EmtQHgdgVZ,product_issue,product_issue,0.6170478105751335,0.2902511517866669,auto_handle,Routine support issue with sufficient classification confidence.
168,"@AmazonHelp Yes. Orig del. date 10/29. Status of ""out for delivery"" &amp; ""will arrive by 8 pm"" since 10/30. Can't get a straight answer.",customer_service_other,delivery_delay,0.3707194342781695,0.25479853819205767,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
169,@119625 When will Amazon Prime Video App will came on Android TV.,technical_support,technical_support,0.5335458523959588,0.6623589787103864,auto_handle,Routine support issue with sufficient classification confidence.
170,"@AmazonHelp 1st time told arrive weds, 2nd time told arrive thurs, now Friday and no parcel and no update. I need the item today",customer_service_other,delivery_delay,0.35700019783398795,0.23825904979771262,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
171,"@Amazonhelp Who told you Yodel was a decent courier?

You can't meet Prime delivery dates when using the most incompetent company out there!",customer_service_other,delivery_delay,0.3172425819316227,0.25056661553728393,escalate,Customer message contains strong complaint or risk signals.
172,"@115850.
I bought a product from amazon.in but yet not replaced.",customer_service_other,return_refund,0.36384631148601654,0.29146482615047503,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
173,@AmazonHelp I've contacted them. They've started an investigation.,customer_service_other,customer_service_other,0.3361757402494921,0.36030704648091827,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
174,@117634 My FireHD8 has spontaneously deregistered 3x in 24hrs &amp; now has lost all of my books. Customer support blames me for not backing it all up on a pc now that I need factory reset.. Don't sell devices if you need a 2nd device to ensure it'll work!,customer_service_other,technical_support,0.5220222574645836,0.19150784164111387,auto_handle,Routine support issue with sufficient classification confidence.
175,"About 2/3 times I order something with Amazon Prime One Day delivery, it gets marked delivered and I never get my order @AmazonHelp",delivery_missing,delivery_missing,0.432233707610073,0.33685067273201674,auto_handle,Routine support issue with sufficient classification confidence.
176,@AmazonHelp Yeah now they tell me the package is lost.,customer_service_other,delivery_missing,0.38330635968816373,0.3581540785874632,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
177,@AmazonHelp my order came today and is missing a cd that I ordered in it,customer_service_other,product_issue,0.5190760750074166,0.37094536857397425,auto_handle,Routine support issue with sufficient classification confidence.
178,@AmazonHelp first time using amazon prime for next day delivery and the item didn’t arrive 🙄🙄,customer_service_other,delivery_delay,0.4482625945281321,0.5522821547203454,auto_handle,Routine support issue with sufficient classification confidence.
179,@115821 Refund processed via gift balance to let me order the better item. Item does not ship to Australia. Gift balance is now gone. Wtf,payment_billing,return_refund,0.41868027999025187,0.25398258240398885,escalate,Customer is requesting financial compensation or reimbursement.
180,"Where are the winners of 4 th to 8th oct, Recharge on Amazon with pay balance and win iPhone 8 ? @115850",payment_billing,seller_promotion,0.4717488433260573,0.4672292297671391,auto_handle,Routine support issue with sufficient classification confidence.
181,@AmazonHelp yep and no doubt you've many complaints from others in this business space but it's been a few weeks now and you are still using this delivery person so nothing has changed.. after years of no issues it's a big problem for companies that use you many times daily like we do,customer_service_other,delivery_delay,0.2735492758968837,0.19592061519351253,escalate,Customer message contains strong complaint or risk signals.
182,@AmazonHelp Ok thanks can u dispatch it today tho if u can please,order_status,order_status,0.47013628473877295,0.44819331433382886,auto_handle,Routine support issue with sufficient classification confidence.
183,@115850 it's been 8 days. What's wrong? I have requested for 3 times. This is very disappointing. https://t.co/nUcBOC4Mhx,customer_service_other,return_refund,0.3269304476490679,0.25740546249866786,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
184,@116935 @328645 @285513 It’s rubbish: my #Echo responds with “The playlist Sad Songs For Rainy Days from Amazon Music”. Seriously thinking of returning stupid tube!,technical_support,technical_support,0.4872298965023014,0.280778765632612,auto_handle,Routine support issue with sufficient classification confidence.
185,Idk who has the worst customer service @5268 or @115821 but I’m def. over them both over today .,customer_service_other,customer_service_other,0.31948477193502806,0.45580084281514943,escalate,Customer message contains strong complaint or risk signals.
186,"@118919 Highly dissatisfied with your delivery Amazon. I have raised my concerns over the past few months with respect to this. The last three days have been particularly annoying. Congratulations, you have now lost my family as customers.",customer_service_other,delivery_delay,0.26564361708832696,0.2650702952589921,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
187,Why can't I pre order @132338 @130626 on @115821 app the @115786 one isn't showing up #Wrestling #2K18 #XBoxOne,customer_service_other,seller_promotion,0.46986475752999585,0.3679858239543206,auto_handle,Routine support issue with sufficient classification confidence.
188,@AmazonHelp @115821 what's the point of having prime if the guaranteed 2-day delivery actually means 3 or more.,customer_service_other,delivery_delay,0.3709148974827795,0.4705048629808442,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
189,@115821 You really need to add a split payment option.,payment_billing,payment_billing,0.5361515400144946,0.3487876335856534,escalate,Payment or billing-related issue requires human review.
190,@115821 my pick up of phone has not taken since 3 days and always  customer services replied that it has been escalated __email__,delivery_delay,return_refund,0.3246618172828925,0.2055465085034603,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
191,@AmazonHelp It’s fine but a warning/reminder email about the yearly renewal would be nice.,customer_service_other,payment_billing,0.41579287992189784,0.4987023662762869,escalate,Payment or billing-related issue requires human review.
192,"@115850 Order number 405-5511946-9020326, booked for Hornbull Men's Brown Wallet and Belt Combo, but image is showing something different https://t.co/TF4vgFtH4l",customer_service_other,product_issue,0.559053360984014,0.2701495904331097,auto_handle,Routine support issue with sufficient classification confidence.
193,@403032 I have shared all the details u asked for. No one has contacted me yet. Please update. I am really fed up with this. @115850 @AmazonHelp,customer_service_other,customer_service_other,0.2948571327430667,0.4088682974092274,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
194,@AmazonHelp Do u think that 500 in gift is all what I am looking for? I don't do this to get the gift card...it's shameless guys...ur logistics sucks,payment_billing,customer_service_other,0.27141195483311487,0.22718980395118232,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
195,@AmazonHelp hi I’m an Amazon prime uk customer and my account says my order has been delivered but it hasn’t! Can you please help?,delivery_missing,delivery_missing,0.39299713705445416,0.42392255814615387,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
196,@AmazonHelp I returned jeans on 3 OCt.but stil I haven't receive my money back.It's very disapointing.l After sale u want to return my money,return_refund,return_refund,0.5560370980185038,0.3547930549299997,escalate,Customer is requesting financial compensation or reimbursement.
197,@AmazonHelp Yeah u guys were sleeping for 7 days . No commitment towards ur cust whatsoever.What's d point of so many adv if ur delivery syst is nt good,customer_service_other,delivery_delay,0.30143261307289754,0.19005176370638233,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
198,Not sure how one day delivery works from @115830 when it’s not even dispatched yet #doigetarefund #itsabitlate https://t.co/nOYpanOYA0,return_refund,delivery_delay,0.31788462712427473,0.3571939454522174,escalate,Customer is requesting financial compensation or reimbursement.
199,When did @115821 prime 2 day turn to 4 days?,customer_service_other,delivery_delay,0.36415378769388757,0.4066285135146528,escalate,Intent confidence is low and historical evidence is not strong enough to safely auto-handle the request.
200,@AmazonHelp Hi I'm being charged for a prime account when I don't have a prime account and am not sure how you got my bank details?,payment_billing,payment_billing,0.4224006435598838,0.3230506535611455,escalate,Payment or billing-related issue requires human review.
